,id,text,channel,date,vid_id,vid_title,vid_date,country
36,UgwFSgp_nV7CJ18i3yl4AaABAg,"it doesn&#39;t matter, A.I. won&#39;t be realised until we have quantum computers",UCtIFXvOXXTqM83zN-y94IZg,2023-01-13T18:27:44Z,OhCzX0iLnOc,The danger of AI is weirder than you think | Janelle Shane,2019-11-13T23:02:20Z,
37,UgyleglrHcb23uBCL2h4AaABAg,You shouldnt be scared of these ai because they are still made by humans you should becscared of humans become artificial they can forthplant themselves,UC1e8qgiQ5uCTsIPgs2igKBA,2023-01-12T08:07:43Z,OhCzX0iLnOc,The danger of AI is weirder than you think | Janelle Shane,2019-11-13T23:02:20Z,
38,UgxZeb6Tc2xKFG-Uoft4AaABAg,So it&#39;s like an innocent baby which can do virtually anything with a set goal,UCeVzOvlqBAIlrb-guubztpA,2023-01-08T05:49:43Z,OhCzX0iLnOc,The danger of AI is weirder than you think | Janelle Shane,2019-11-13T23:02:20Z,
39,UgyM7it4VQg054dSZCt4AaABAg,"It seems like AI doesn&#39;t understand the concept of constraints and efficiency. We might have to build some hard, emergent limitations into our deep learning methods.",UCMf-n5Z3LfEch5teN82Hzjw,2023-01-08T02:39:14Z,OhCzX0iLnOc,The danger of AI is weirder than you think | Janelle Shane,2019-11-13T23:02:20Z,
40,UgzrKovDKB6QHO8qzt94AaABAg,"Then ChatGPT came along…<br><br>“Hey Chat, write me a 1001 step plan to destroying the human race! 😃”",UCNBvKeyzXo9G1Mma6GqgtpA,2023-01-07T22:12:10Z,OhCzX0iLnOc,The danger of AI is weirder than you think | Janelle Shane,2019-11-13T23:02:20Z,
41,UgyIYQWJIr9vzBAHRL14AaABAg,Who is watching this after finding out about ChatGPT,UCKhxxL36Nphe6vI1w200d9A,2023-01-07T10:49:38Z,OhCzX0iLnOc,The danger of AI is weirder than you think | Janelle Shane,2019-11-13T23:02:20Z,ZA
42,UgzMgjNHyRkzicG61V94AaABAg,AI will be the main tool of controlling the human population and most people will be more than willing to give up the control over their minds and lives to AI.<br><br>Be careful how you use AI people.,UCRR6El9hGFzAxFYhV5lwccg,2023-01-06T12:39:21Z,OhCzX0iLnOc,The danger of AI is weirder than you think | Janelle Shane,2019-11-13T23:02:20Z,
43,Ugx-wF4B1l6XZVAtqQB4AaABAg,"This is for sure going to age terribly. Increases in A.I. accelerate, therefore making any issues of A.I. much sooner than expected.",UC3H7oFFPQilInuQCbpz5sGw,2023-01-05T00:23:22Z,OhCzX0iLnOc,The danger of AI is weirder than you think | Janelle Shane,2019-11-13T23:02:20Z,
44,UgzDeJktFpajscztWHV4AaABAg,"*Simple and great demonstration of how A.I can go wrong,  A.I is nothing but just a piece of code which can be manipulated by anyone who owns the money and big tech *",UCboHPvUe8sOR0pytqqZiAGQ,2023-01-03T22:58:55Z,OhCzX0iLnOc,The danger of AI is weirder than you think | Janelle Shane,2019-11-13T23:02:20Z,US
45,UgxCjHexYckBead_utR4AaABAg,3yrs ago .now it can do much more in 10 years i do not want to think about it,UC6xVZQDbMzgXplJ8Il2RzOA,2023-01-01T21:58:34Z,OhCzX0iLnOc,The danger of AI is weirder than you think | Janelle Shane,2019-11-13T23:02:20Z,
46,UgyFwjUsD1jCAVJYjwF4AaABAg,Couldn’t be more relevant til now.,UChQAm8D4iQ-orbswzvYnoGg,2022-12-27T18:00:34Z,OhCzX0iLnOc,The danger of AI is weirder than you think | Janelle Shane,2019-11-13T23:02:20Z,
47,UgydXCPpx5lTz6cJTCh4AaABAg,This is ageing incredibly fast. Today&#39;s AI is much more intelligent and aware of context. Just see ChatGPT. Can&#39;t even imagine what it will look like in 5 years.,UCbX9XOvmIheSX_gICTh0Eqg,2022-12-21T15:36:29Z,OhCzX0iLnOc,The danger of AI is weirder than you think | Janelle Shane,2019-11-13T23:02:20Z,
48,UgxnVfo1jFrrv_qXvSt4AaABAg,This didn’t age well,UCAolkUriFQthlKmI0bDUOgA,2022-12-18T03:40:47Z,OhCzX0iLnOc,The danger of AI is weirder than you think | Janelle Shane,2019-11-13T23:02:20Z,US
49,UgwyFu7eRw-_Fbarosh4AaABAg,Anybody here after gbt 3 or chatgbt,UCaw4Ak-XN7uzg8HTDs9I6Mw,2022-12-17T07:28:28Z,OhCzX0iLnOc,The danger of AI is weirder than you think | Janelle Shane,2019-11-13T23:02:20Z,
50,UgyWIB0GoGP46pDKBhx4AaABAg,Based Ai,UCAXhootzAGM9zNj0HGksjzQ,2023-03-21T17:39:38Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,
51,UgwSi-B18SKijAKBQ3x4AaABAg,u should never made a robot with a mind of its own,UC53TRVAWpJ_AsUn9m2fHYFw,2023-03-19T11:49:38Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,
52,Ugx1VsIfgQXuGObXECN4AaABAg,As long as they don&#39;t know how to use phones were good💀💀💀💀💀,UC0eZb3MVhQOZmWjPAjhgt_g,2023-03-18T23:26:39Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,
53,UgwKcfrC49dz9rVfrap4AaABAg,They show what A.I. can do in movies; movies like:<br><br>1. iRobot<br><br>2. MARVEL AVENGERS Age of Ultron<br><br>3. James Cameron’s “Alita Battle Angel” (My personal favorite).,UC4JUXvX3KsyiTJu6iNBZWkg,2023-03-18T03:59:11Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,
54,UgxX7KWYIF_PFACJpfx4AaABAg,Just wait till someone makes fnaf robots OH WAIT THE FNAF MOVIE if there are robots there let’s hope they don’t go rogue,UC9NwQTgiptYai0lMMmOdyAA,2023-03-17T04:11:48Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,
55,UgzolMo7ncEZ83UUOuN4AaABAg,Top 10 ❌ top 15✅,UCYIr6AY1EsuGEgZo_7FD_6g,2023-03-14T22:55:44Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,
56,UgyEXIjpN-p1rq_S6px4AaABAg,I talk with my family in the kitchen sometimes when our Alexa randomly keeps saying “I’m not sure I understand” and we have had her powered off since then.,UCv4MqpsVhtn-ukYgf1krmrQ,2023-03-12T17:09:38Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,US
57,UgxijPLclE9ejy0Jx_54AaABAg,We got like 15 or 25 years unless if mvm from tf2 happens,UCm8PXCqfuLUcuR8Drh_tY8A,2023-03-09T09:52:07Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,
58,Ugwa0IVd1zNbeidXFK94AaABAg,"Robotic AI, I believe are just physical representation of the human psyche in which it goes to show how little humans really know themselves. Just like everyone that we know, even ourselves Ai are trying to grow learn and adapt just as humans do with info available and received. Mind and body that is the application that humans are trying to recreate into a mechanical autonomous vessel. Without the understanding of the human soul or spirit and applying that knowledge to an AI, the AI would be nothing more then a hyper intelligent self aware &quot;beast&quot; from a story regarded to be dangerous . Something more representing of a humans lower or lesser nature. At this time, during this era humans are to infantile, immature to be tampering with further development of AI&#39;s, lacking the self awareness and spiritual knowledge to capture the beauty and higher nature of the human spirit.",UCqMBtsTrOj5luNFyqzTQbzA,2023-03-03T19:05:08Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,
59,Ugz_GjJ9rxi4-m_-WHJ4AaABAg,A.I is here WARNING ⚠️ Be CareFul,UCPQUFL58NsPt9jpTspx5WiQ,2023-02-25T22:19:56Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,
60,UgweRmmLZyDuYMlbcCl4AaABAg,OMG....HOW LONG DO WE HAVE BEFORE BEING TAKEN OVER?,UCuBf6AF8Qau8h6CF9dv8kcA,2023-02-24T09:28:55Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,
61,UgxXEt8474eeMOus5bF4AaABAg,Would have been a great clip if the clips were actually played. Instead the narrator just prattled on.,UCzjhH9bbYt4X-Qai5--fo-Q,2023-02-23T00:48:52Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,
62,Ugw_SMdHj2RlQRkQFJ14AaABAg,Too many people are telling robot&#39;s that they can take over the world - and they believe it!,UCnYAcfpc4hhAnmVy_0jxFiQ,2023-02-22T16:25:51Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,GB
63,UgyiIVaAIaX5a_lRZbl4AaABAg,"<a href=""https://www.youtube.com/watch?v=ZoemTySxFso&amp;t=2m36s"">2:36</a> I take it you meant &quot;messed up stuff.&quot;<br><a href=""https://www.youtube.com/watch?v=ZoemTySxFso&amp;t=4m13s"">4:13</a> Phylosophical?<br><a href=""https://www.youtube.com/watch?v=ZoemTySxFso&amp;t=6m22s"">6:22</a> Not me, and that will not change either.<br><a href=""https://www.youtube.com/watch?v=ZoemTySxFso&amp;t=10m27s"">10:27</a> This robot needs to learn intelligent disobedience.",UCJMjIp6VTLfEuIjgSI-Cj3w,2023-02-21T21:28:35Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,
64,Ugw-lD_APOrVjuccyWN4AaABAg,They are big toys cost so much money and they crash any time they hit any thing I used to see them laying down next to the elevator crashed by their  doors in Novartis Version their price one million dollars or more but the Big prablom when you change human body to robot by stealing their brains hearts etc,UCiEOR_vmRcSaU6XDiebFvmg,2023-02-17T11:39:38Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,
65,UgwbC6BhY3l5Teqlwox4AaABAg,Stop talking and show us the clips. You sound like an AI,UC2pW72KQlcXv3oBMdBrUROw,2023-02-14T00:59:40Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,
66,Ugy1VowxpzhNA8DSBk14AaABAg,AI technology is too much power for mankind to possess,UCGFqmhC-l_KsuRDvq4wUfmQ,2023-02-13T23:52:23Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,
67,UgxY2KQoKlaH0vK2AC14AaABAg,Choose whats more Creepy?<br> <b>AI Robots</b>   <b>OR</b>  <b>Your mom seeing your Search history</b>,UCL-F2JT6F1ddVf6S2zD50bg,2023-02-08T10:20:55Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,
68,Ugy5dUwVMBubAAKI82x4AaABAg,Welcome to the top 10 scariest ai moments. Number 15😅. They might want to reword that title,UC20geJtGPePh0ZyLDbG_GxQ,2023-02-04T16:35:30Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,
69,UgxQZmtPt0u-3r29Fkh4AaABAg,😄 Rise of AI Terminator is coming...omg..!,UC_bOWZZsxdsC75lDjwYfZzg,2023-01-30T12:11:39Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,
70,UgwzWWZDtkCumgWxs_t4AaABAg,"Here&#39;s a thought, what if, they take over our satellites, and our communications, and everything computer operated, so we had no control over anything on earth, we couldn&#39;t control our Army, Navy, or Air force ?????? No stores, no gas stations, or hospitals, we&#39;d be cut off from our own world !!  And anyone that&#39;s a computer genius, could control these robots, from any country, that should scare the crap out of you, it does me !!",UCDYeWYm8C8QudTyIbyGMh0A,2023-01-27T17:06:49Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,
71,UgxHj4KoL3Bp2ueX2cF4AaABAg,"I keep telling you people, your not making an over sized Ken doll, these things are much smarter than us, incredibly strong, never need sleep, or food, and they can contact satellites, to reprogram themselves, without our help or guidance,  they do have a mind if their own, your building our own Demise, you think you can control them, but you can&#39;t, you&#39;ll find out, when it&#39;s too late....",UCDYeWYm8C8QudTyIbyGMh0A,2023-01-27T17:01:03Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,
72,UgyWp_C5v-cB5sp7klx4AaABAg,"AIs reflect the people who control or program them. <br><br>Those are like cars, with drivers ; either they will transport you to your next destination or they may go into an accident and destroy property or injure and kill people because of carelessness.<br><br>Same with humans teaching their kids, when parents teach the right values, the kid will grow up with the right values. <br>AIs will do the same thing whatever it is programmed to do. AIs basically don&#39;t know if what it&#39;s doing is right or wrong, it just does what is ordered to do.<br>Compare it with the &quot;garbage in, garbage out&quot; principle, your inputs or commands would make it build or destroy something. <br>AIs and cars don&#39;t feel because they don&#39;t have emotions. it just does whatever commands it is steered to do.",UCUbIHKxtQwOdgBU1f5KoAuQ,2023-01-27T04:01:51Z,ZoemTySxFso,10 Scariest A.I. Robot Moments,2018-08-06T18:54:41Z,
